local_authority_code,local_authority_name,LSOACD,LSOANM,house_price_year_ending_dec_2016,house_price_year_ending_mar_2021
E09000005,Brent,E01000508,Brent 025A,445000,494000
E09000005,Brent,E01000589,Brent 001B,510000,397000
E09000006,Bromley,E01000818,Bromley 040B,745000,572500
E09000008,Croydon,E01000985,Croydon 021A,479500,488750
E09000008,Croydon,E01001025,Croydon 043C,436500,479975
E09000008,Croydon,E01001063,Croydon 026B,465000,575000
E09000011,Greenwich,E01001586,Greenwich 016C,362500,551000
E09000011,Greenwich,E01001587,Greenwich 016D,500000,545000
E09000012,Hackney,E01001775,Hackney 024C,472000,407500
E09000012,Hackney,E01001806,Hackney 008D,400000,515000
E09000015,Harrow,E01002121,Harrow 007C,507000,515000
E09000019,Islington,E01002708,Islington 015A,650000,485000
E09000019,Islington,E01002737,Islington 005D,412000,450000
E09000022,Lambeth,E01003045,Lambeth 011A,420000,575000
E09000022,Lambeth,E01003104,Lambeth 004C,475000,590000
E09000022,Lambeth,E01003155,Lambeth 029E,460000,685000
E09000023,Lewisham,E01003199,Lewisham 007A,400000,454500
E09000023,Lewisham,E01003204,Lewisham 007C,534375,415000
E09000023,Lewisham,E01003216,Lewisham 025A,387250,485000
E09000023,Lewisham,E01003250,Lewisham 001E,452114,490000
E09000023,Lewisham,E01003272,Lewisham 014A,444000,730000
E09000024,Merton,E01003396,Merton 007C,555000,675250
E09000026,Redbridge,E01003646,Redbridge 012A,497500,335500
E09000026,Redbridge,E01003690,Redbridge 035A,327000,771000
E09000030,Tower Hamlets,E01004216,Tower Hamlets 030B,466800,495000
E09000030,Tower Hamlets,E01004301,Tower Hamlets 025B,525000,498000
E09000031,Waltham Forest,E01004395,Waltham Forest 018A,557500,715000
E09000031,Waltham Forest,E01004441,Waltham Forest 024E,380000,430000
E09000032,Wandsworth,E01004531,Wandsworth 033A,660000,585000
E09000028,Southwark,E01003945,Southwark 033A,497500,505000
E09000014,Haringey,E01002057,Haringey 032D,505000,
E09000023,Lewisham,E01003231,Lewisham 015B,542500,550000
E09000015,Harrow,E01002166,Harrow 017B,383000,480000
E09000019,Islington,E01002805,Islington 003B,467767,448750
E09000022,Lambeth,E01003105,Lambeth 003B,475000,525000
E09000015,Harrow,E01002106,Harrow 008A,507500,590000
E09000022,Lambeth,E01003182,Lambeth 009D,496250,590000
E09000030,Tower Hamlets,E01032766,Tower Hamlets 021E,786300,622000
E09000022,Lambeth,E01003163,Lambeth 023F,765000,605000
E09000010,Enfield,E01001520,Enfield 019A,616500,765000
E09000013,Hammersmith and Fulham,E01001874,Hammersmith and Fulham 001A,643500,1150000
E09000017,Hillingdon,E01002498,Hillingdon 033C,512500,535000
E09000008,Croydon,E01001157,Croydon 002B,550000,563000
E09000009,Ealing,E01001357,Ealing 033D,388000,510000
E09000010,Enfield,E01001536,Enfield 008B,572500,620000
E09000011,Greenwich,E01001657,Greenwich 034B,378575,591250
E09000023,Lewisham,E01003339,Lewisham 006B,390000,450000
E09000032,Wandsworth,E01004634,Wandsworth 028B,385000,465000
E09000006,Bromley,E01000686,Bromley 037C,467500,600000
E09000008,Croydon,E01001132,Croydon 018D,446500,452000
E09000021,Kingston upon Thames,E01002985,Kingston upon Thames 007E,437500,550000
E09000010,Enfield,E01001494,Enfield 026C,535500,518750
E09000027,Richmond upon Thames,E01003826,Richmond upon Thames 023E,449950,582500
E09000008,Croydon,E01000991,Croydon 018B,474155,485000
E09000011,Greenwich,E01033730,Greenwich 035D,512500,510000
E09000022,Lambeth,E01003089,Lambeth 008A,455000,380000
E09000003,Barnet,E01000203,Barnet 028E,570000,837500
E09000003,Barnet,E01000315,Barnet 022F,495000,497500
E09000004,Bexley,E01000348,Bexley 020A,483750,607500
E09000009,Ealing,E01001268,Ealing 012D,526250,507500
E09000012,Hackney,E01001799,Hackney 003A,500000,575000
E09000015,Harrow,E01002154,Harrow 015A,547000,587500
E09000016,Havering,E01002317,Havering 014C,620000,523500
E09000016,Havering,E01002334,Havering 008B,400000,473750
E09000018,Hounslow,E01002588,Hounslow 016B,,
E09000021,Kingston upon Thames,E01002927,Kingston upon Thames 008A,485000,565000
E09000021,Kingston upon Thames,E01002971,Kingston upon Thames 005C,475000,588290
E09000022,Lambeth,E01003061,Lambeth 011F,474975,510000
E09000022,Lambeth,E01003098,Lambeth 005A,475000,812500
E09000023,Lewisham,E01003286,Lewisham 013D,410000,487500
E09000023,Lewisham,E01003311,Lewisham 027C,573500,515000
E09000026,Redbridge,E01003692,Redbridge 035C,361250,420000
E09000029,Sutton,E01004079,Sutton 011D,490000,495000
E09000029,Sutton,E01004105,Sutton 022C,325000,685000
E09000030,Tower Hamlets,E01032777,Tower Hamlets 028F,449000,500000
E09000032,Wandsworth,E01004580,Wandsworth 004C,475000,490000
E09000033,Westminster,E01033601,Westminster 009G,745000,
E09000022,Lambeth,E01003055,Lambeth 016D,432500,500000
E09000019,Islington,E01002735,Islington 003A,566500,491775
E09000019,Islington,E01002710,Islington 019D,,565000
E09000023,Lewisham,E01003287,Lewisham 016D,555000,700000
E09000029,Sutton,E01004121,Sutton 006B,445000,520000
E09000011,Greenwich,E01033727,Greenwich 035B,370500,356750
E09000027,Richmond upon Thames,E01003897,Richmond upon Thames 014D,455000,660000
E09000005,Brent,E01000509,Brent 014B,530000,
E09000005,Brent,E01000576,Brent 012C,640000,571000
E09000008,Croydon,E01001160,Croydon 002D,500000,465000
E09000011,Greenwich,E01033732,Greenwich 036D,395000,
E09000015,Harrow,E01002178,Harrow 033I,521000,592500
E09000021,Kingston upon Thames,E01002984,Kingston upon Thames 012E,520000,725000
E09000026,Redbridge,E01003679,Redbridge 036E,537000,572500
E09000028,Southwark,E01003946,Southwark 033B,680000,828500
E09000031,Waltham Forest,E01004440,Waltham Forest 024D,285500,455000
E09000031,Waltham Forest,E01004359,Waltham Forest 002E,537500,615000
E09000022,Lambeth,E01003177,Lambeth 020D,601100,675000
E09000028,Southwark,E01004018,Southwark 032E,481000,787500
E09000026,Redbridge,E01003680,Redbridge 036F,505000,552500
E09000006,Bromley,E01000760,Bromley 034B,550000,532000
E09000005,Brent,E01000550,Brent 034B,504500,545000
E09000022,Lambeth,E01003037,Lambeth 013A,517550,588888
E09000010,Enfield,E01001412,Enfield 004C,560000,588750
E09000005,Brent,E01000552,Brent 034D,585000,
E09000024,Merton,E01003355,Merton 009A,430000,582500
E09000023,Lewisham,E01003327,Lewisham 035B,407000,625000
E09000027,Richmond upon Thames,E01003830,Richmond upon Thames 020C,572475,570000
E09000003,Barnet,E01000173,Barnet 006C,535000,565000
E09000003,Barnet,E01000198,Barnet 025A,482500,505000
E09000005,Brent,E01000548,Brent 028D,567500,475000
E09000005,Brent,E01000632,Brent 029E,365000,
E09000006,Bromley,E01000795,Bromley 032E,437500,605000
E09000006,Bromley,E01000809,Bromley 022D,500000,574500
E09000006,Bromley,E01000813,Bromley 025D,522500,545000
E09000009,Ealing,E01001353,Ealing 033A,415000,620000
E09000010,Enfield,E01001404,Enfield 026A,500000,560000
E09000010,Enfield,E01001499,Enfield 031F,482000,507500
E09000012,Hackney,E01001760,Hackney 017C,476450,762500
E09000012,Hackney,E01001833,Hackney 014D,597750,658100
E09000013,Hammersmith and Fulham,E01001862,Hammersmith and Fulham 005A,630000,542500
E09000014,Haringey,E01002001,Haringey 031B,536000,587250
E09000014,Haringey,E01002048,Haringey 027D,530075,587000
E09000017,Hillingdon,E01002421,Hillingdon 008D,550000,575000
E09000018,Hounslow,E01002684,Hounslow 006D,392500,508750
E09000019,Islington,E01002765,Islington 015D,414500,521250
E09000021,Kingston upon Thames,E01002989,Kingston upon Thames 011D,515000,517500
E09000022,Lambeth,E01003131,Lambeth 026B,425000,418750
E09000022,Lambeth,E01003134,Lambeth 027D,553750,557500
E09000023,Lewisham,E01003232,Lewisham 015C,570000,650000
E09000023,Lewisham,E01003307,Lewisham 024A,488000,537500
E09000026,Redbridge,E01003647,Redbridge 015A,297500,555000
E09000026,Redbridge,E01003651,Redbridge 012D,207500,650000
E09000026,Redbridge,E01003660,Redbridge 004D,513000,582000
E09000028,Southwark,E01004059,Southwark 008D,550000,490000
E09000030,Tower Hamlets,E01004276,Tower Hamlets 031C,474000,450000
E09000030,Tower Hamlets,E01004280,Tower Hamlets 032A,475000,
E09000030,Tower Hamlets,E01032783,Tower Hamlets 031G,392000,476250
E09000032,Wandsworth,E01004529,Wandsworth 035E,493000,522500
E09000032,Wandsworth,E01004530,Wandsworth 035F,495000,550000
E09000032,Wandsworth,E01004613,Wandsworth 033D,637000,505000
E09000033,Westminster,E01033605,Westminster 009K,500000,
E09000019,Islington,E01002776,Islington 014E,487500,620000
E09000022,Lambeth,E01003111,Lambeth 002D,415000,480000
E09000030,Tower Hamlets,E01004310,Tower Hamlets 015E,630000,495000
E09000018,Hounslow,E01002567,Hounslow 006C,487498,485000
E09000012,Hackney,E01001734,Hackney 017B,525000,535000
E09000014,Haringey,E01002030,Haringey 016C,550000,655000
E09000015,Harrow,E01002226,Harrow 001D,494250,399950
E09000021,Kingston upon Thames,E01002986,Kingston upon Thames 008E,567500,707500
E09000022,Lambeth,E01003088,Lambeth 010A,637500,
E09000026,Redbridge,E01003648,Redbridge 012B,490000,610000
E09000028,Southwark,E01004056,Southwark 008A,475000,500000
E09000030,Tower Hamlets,E01004221,Tower Hamlets 028D,725000,505000
E09000031,Waltham Forest,E01004352,Waltham Forest 002A,525000,533975
E09000032,Wandsworth,E01004632,Wandsworth 028A,495000,462500
E09000003,Barnet,E01000234,Barnet 021D,570500,655000
E09000030,Tower Hamlets,E01004289,Tower Hamlets 016C,463000,487500
E09000029,Sutton,E01004117,Sutton 006A,480000,530000
E09000028,Southwark,E01003979,Southwark 006E,517500,619000
E09000018,Hounslow,E01002658,Hounslow 015D,538250,575000
E09000017,Hillingdon,E01002464,Hillingdon 011E,497475,537500
E09000006,Bromley,E01000747,Bromley 042B,475000,570000
E09000003,Barnet,E01000269,Barnet 005C,725000,595000
E09000004,Bexley,E01000461,Bexley 024E,537500,510000
E09000005,Brent,E01000523,Brent 031A,425000,435000
E09000006,Bromley,E01000761,Bromley 034C,519000,555000
E09000009,Ealing,E01001304,Ealing 039D,502500,597500
E09000010,Enfield,E01001500,Enfield 035D,380000,589975
E09000010,Enfield,E01001569,Enfield 022E,417500,492500
E09000012,Hackney,E01001774,Hackney 024B,490000,627000
E09000013,Hammersmith and Fulham,E01001875,Hammersmith and Fulham 001B,515000,
E09000017,Hillingdon,E01002478,Hillingdon 002C,460000,528750
E09000018,Hounslow,E01002623,Hounslow 011C,,
E09000019,Islington,E01002733,Islington 007C,553600,625000
E09000023,Lewisham,E01003206,Lewisham 007E,455825,570000
E09000023,Lewisham,E01003284,Lewisham 013C,487500,525000
E09000023,Lewisham,E01003316,Lewisham 024E,560000,647500
E09000026,Redbridge,E01003668,Redbridge 007A,435000,395000
E09000028,Southwark,E01003919,Southwark 021A,552500,651000
E09000028,Southwark,E01004054,Southwark 001D,470000,485000
E09000031,Waltham Forest,E01004377,Waltham Forest 010C,490000,550000
E09000031,Waltham Forest,E01004447,Waltham Forest 016F,573500,648000
E09000032,Wandsworth,E01004545,Wandsworth 027B,597500,540000
E09000032,Wandsworth,E01004637,Wandsworth 028E,402500,470000
E09000012,Hackney,E01001742,Hackney 008A,519000,560000
E09000019,Islington,E01002720,Islington 016C,479500,445000
E09000030,Tower Hamlets,E01004223,Tower Hamlets 001B,510000,470000
E09000031,Waltham Forest,E01004412,Waltham Forest 015A,662500,647500
E09000032,Wandsworth,E01004525,Wandsworth 035A,540000,555000
E09000003,Barnet,E01000291,Barnet 004E,575000,560000
E09000012,Hackney,E01001755,Hackney 025D,,
E09000003,Barnet,E01000194,Barnet 018C,575000,570000
E09000012,Hackney,E01001739,Hackney 012D,592500,855000
E09000013,Hammersmith and Fulham,E01001868,Hammersmith and Fulham 012C,,
E09000015,Harrow,E01002117,Harrow 002D,499975,495000
E09000020,Kensington and Chelsea,E01002862,Kensington and Chelsea 014E,386000,530000
E09000031,Waltham Forest,E01004380,Waltham Forest 007B,601000,638500
E09000032,Wandsworth,E01004600,Wandsworth 018C,462498,423000
E09000014,Haringey,E01001964,Haringey 009B,580000,910500
E09000031,Waltham Forest,E01004387,Waltham Forest 007E,450000,627500
E09000032,Wandsworth,E01004612,Wandsworth 032C,686250,697000
E09000008,Croydon,E01001129,Croydon 026D,525000,570000
E09000018,Hounslow,E01002683,Hounslow 014E,503500,530000
E09000024,Merton,E01003398,Merton 007E,454000,482500
E09000028,Southwark,E01004043,Southwark 010E,526000,697500
E09000028,Southwark,E01032719,Southwark 014G,462000,390000
E09000028,Southwark,E01004060,Southwark 008E,438000,
E09000003,Barnet,E01000147,Barnet 030A,500000,544000
E09000003,Barnet,E01000164,Barnet 022D,575000,600000
E09000003,Barnet,E01000167,Barnet 002A,370350,527500
E09000003,Barnet,E01000290,Barnet 007F,917000,794000
E09000003,Barnet,E01000309,Barnet 031D,675000,555000
E09000004,Bexley,E01000449,Bexley 023E,515000,545000
E09000005,Brent,E01000513,Brent 002A,503500,540000
E09000005,Brent,E01000551,Brent 034C,620500,510000
E09000006,Bromley,E01000690,Bromley 002B,510000,555000
E09000006,Bromley,E01000694,Bromley 007C,662500,673250
E09000006,Bromley,E01000793,Bromley 032D,550000,585000
E09000008,Croydon,E01001104,Croydon 042D,515000,607500
E09000008,Croydon,E01001135,Croydon 025D,521500,549950
E09000009,Ealing,E01001251,Ealing 030A,725000,666250
E09000009,Ealing,E01001287,Ealing 016F,,
E09000009,Ealing,E01001389,Ealing 028F,485000,532750
E09000010,Enfield,E01001415,Enfield 011A,540000,445000
E09000013,Hammersmith and Fulham,E01001911,Hammersmith and Fulham 015D,515000,
E09000014,Haringey,E01002061,Haringey 036A,534975,535000
E09000015,Harrow,E01002167,Harrow 017C,,
E09000018,Hounslow,E01002656,Hounslow 019D,495000,500000
E09000022,Lambeth,E01003186,Lambeth 007D,339000,595000
E09000023,Lewisham,E01003228,Lewisham 019C,535000,707500
E09000025,Newham,E01003556,Newham 008A,317500,
E09000028,Southwark,E01004058,Southwark 008C,370000,430000
E09000028,Southwark,E01004066,Southwark 025E,505000,513000
E09000033,Westminster,E01032513,Westminster 010G,,
E09000028,Southwark,E01004023,Southwark 004D,465000,840000
E09000018,Hounslow,E01002632,Hounslow 010C,415000,530000
E09000022,Lambeth,E01003185,Lambeth 007C,550000,560000
E09000013,Hammersmith and Fulham,E01001878,Hammersmith and Fulham 001E,,527500
E09000014,Haringey,E01001997,Haringey 014D,425000,405000
E09000009,Ealing,E01001235,Ealing 020D,675000,580000
E09000015,Harrow,E01002201,Harrow 012D,500000,475000
E09000028,Southwark,E01004004,Southwark 023C,464500,570000
E09000006,Bromley,E01000824,Bromley 008F,341500,455000
E09000013,Hammersmith and Fulham,E01001859,Hammersmith and Fulham 008A,420500,512500
E09000028,Southwark,E01003938,Southwark 006A,460000,
E09000005,Brent,E01000566,Brent 008C,539975,607500
E09000003,Barnet,E01000256,Barnet 016A,670000,460000
E09000007,Camden,E01000934,Camden 020D,512000,470000
E09000008,Croydon,E01001017,Croydon 043A,520000,640000
E09000008,Croydon,E01001039,Croydon 029D,428000,525000
E09000009,Ealing,E01001228,Ealing 019E,510000,1356500
E09000018,Hounslow,E01002678,Hounslow 009B,392500,380000
E09000015,Harrow,E01002145,Harrow 005E,515000,505000
E09000030,Tower Hamlets,E01004215,Tower Hamlets 028A,450000,507500
E09000006,Bromley,E01000684,Bromley 035D,495000,520000
E09000015,Harrow,E01002161,Harrow 021C,475000,487500
E09000030,Tower Hamlets,E01032773,Tower Hamlets 032D,425000,414000
E09000006,Bromley,E01000678,Bromley 016E,399950,494000
E09000006,Bromley,E01000759,Bromley 034A,820000,611875
E09000017,Hillingdon,E01002483,Hillingdon 002D,575000,687000
E09000019,Islington,E01002774,Islington 004E,486250,535000
E09000015,Harrow,E01002137,Harrow 029D,485000,617500
E09000013,Hammersmith and Fulham,E01001860,Hammersmith and Fulham 006B,435000,275000
E09000029,Sutton,E01004122,Sutton 008B,573250,585000
E09000017,Hillingdon,E01002477,Hillingdon 001D,619250,524975
E09000010,Enfield,E01001570,Enfield 026E,470000,545500
E09000003,Barnet,E01000176,Barnet 027A,370000,
E09000003,Barnet,E01000306,Barnet 036C,495000,541250
E09000005,Brent,E01000586,Brent 032E,503750,500000
E09000006,Bromley,E01000777,Bromley 024D,500000,517500
